4.469333434104919434e+01,6.550466200466200917e+01
4.473644542694091797e+01,6.593278943278943416e+01
4.475572323799133301e+01,6.593278943278943416e+01
4.479827594757080078e+01,6.572533022533022518e+01
4.486365199089050293e+01,6.553159803159803687e+01
4.488294625282287598e+01,6.553159803159803687e+01
4.493920540809631348e+01,6.599702149702149256e+01
4.495621728897094727e+01,6.599702149702149256e+01
4.500354814529418945e+01,6.533035483035483537e+01
4.501964521408081055e+01,6.533035483035483537e+01
4.506756901741027832e+01,6.611655011655011549e+01
4.508327364921569824e+01,6.611655011655011549e+01
4.513651823997497559e+01,6.573892773892772823e+01
4.515683841705322266e+01,6.573892773892772823e+01
4.520117974281311035e+01,6.569437969437969116e+01
4.526383662223815918e+01,6.580199430199429855e+01
4.528403401374816895e+01,6.580199430199429855e+01
4.532749938964843750e+01,6.539096089096089770e+01
4.534837794303894043e+01,6.539096089096089770e+01
4.540716338157653809e+01,6.511538461538462741e+01
4.542523860931396484e+01,6.511538461538462741e+01
4.547315263748168945e+01,6.641582491582492764e+01
4.549340105056762695e+01,6.641582491582492764e+01
4.553683590888977051e+01,6.548186998186997698e+01
4.555868458747863770e+01,6.548186998186997698e+01
4.560032749176025391e+01,6.595894845894845560e+01
4.566414260864257812e+01,6.625382025382025120e+01
4.568323802947998047e+01,6.625382025382025120e+01
4.572837233543395996e+01,6.531287231287230099e+01
4.574836373329162598e+01,6.531287231287230099e+01
4.580704879760742188e+01,6.591673141673142311e+01
4.582413959503173828e+01,6.591673141673142311e+01
4.586850857734680176e+01,6.594120694120694282e+01
4.588333678245544434e+01,6.594120694120694282e+01
4.593110036849975586e+01,6.557342657342657333e+01
4.594819498062133789e+01,6.557342657342657333e+01
4.599532747268676758e+01,6.607614607614607394e+01
4.606342530250549316e+01,6.586635586635587458e+01
4.608256578445434570e+01,6.586635586635587458e+01
4.612741470336914062e+01,6.567443667443667721e+01
4.614836859703063965e+01,6.567443667443667721e+01
4.619201922416687012e+01,6.625563325563325634e+01
4.621196961402893066e+01,6.625563325563325634e+01
4.627193665504455566e+01,6.595286195286195152e+01
4.629273080825805664e+01,6.595286195286195152e+01
4.633549165725708008e+01,6.578749028749028582e+01
4.635437059402465820e+01,6.578749028749028582e+01
4.640090608596801758e+01,6.601398601398601329e+01
4.646453285217285156e+01,6.513325563325562939e+01
4.648372626304626465e+01,6.513325563325562939e+01
4.652683305740356445e+01,6.563403263403263566e+01
4.654882049560546875e+01,6.563403263403263566e+01
4.658864712715148926e+01,6.591699041699041572e+01
4.660570240020751953e+01,6.591699041699041572e+01
4.664982438087463379e+01,6.502292152292152139e+01
4.666559958457946777e+01,6.502292152292152139e+01
4.672919631004333496e+01,6.580134680134680991e+01
4.674392151832580566e+01,6.580134680134680991e+01
4.679366493225097656e+01,6.578917378917378755e+01
4.680762743949890137e+01,6.578917378917378755e+01
4.685749363899230957e+01,6.526987826987827646e+01
4.687163400650024414e+01,6.526987826987827646e+01
4.692060351371765137e+01,6.548394198394198895e+01
4.693637061119079590e+01,6.548394198394198895e+01
4.698527169227600098e+01,6.521341621341620964e+01
4.700025439262390137e+01,6.521341621341620964e+01
4.705009698867797852e+01,6.561137011137010688e+01
4.706424903869628906e+01,6.561137011137010688e+01
4.712861824035644531e+01,6.530367780367781450e+01
4.714440107345581055e+01,6.530367780367781450e+01
4.719460320472717285e+01,6.556125356125356518e+01
4.720807623863220215e+01,6.556125356125356518e+01
4.725687313079833984e+01,6.511240611240611997e+01
4.727139854431152344e+01,6.511240611240611997e+01
4.732004189491271973e+01,6.570525770525769360e+01
4.733384609222412109e+01,6.570525770525769360e+01
4.738602161407470703e+01,6.479836829836830248e+01
4.740098237991333008e+01,6.479836829836830248e+01
4.744985175132751465e+01,6.525032375032374432e+01
4.746481132507324219e+01,6.525032375032374432e+01
4.751311707496643066e+01,6.564296814296814375e+01
4.752791166305541992e+01,6.564296814296814375e+01
4.759322452545166016e+01,6.506734006734006925e+01
4.760767650604248047e+01,6.506734006734006925e+01
4.765810036659240723e+01,6.553328153328153860e+01
4.766149926185607910e+01,6.553328153328153860e+01
4.772070288658142090e+01,6.550777000777002002e+01
4.773566484451293945e+01,6.550777000777002002e+01
4.778455805778503418e+01,6.522170422170422910e+01
4.779803228378295898e+01,6.522170422170422910e+01
4.784822630882263184e+01,6.563727013727013571e+01
4.786285877227783203e+01,6.563727013727013571e+01
4.791413998603820801e+01,6.526741776741776846e+01
4.792799210548400879e+01,6.526741776741776846e+01
4.797612428665161133e+01,6.531844081844081984e+01
4.799001121520996094e+01,6.531844081844081984e+01
4.805783033370971680e+01,6.556423206423205841e+01
4.807282710075378418e+01,6.556423206423205841e+01
4.812231969833374023e+01,6.483734783734784912e+01
4.813721895217895508e+01,6.483734783734784912e+01
4.818461656570434570e+01,6.550051800051799944e+01
4.819952058792114258e+01,6.550051800051799944e+01
4.825038456916809082e+01,6.510657860657859430e+01
4.826489472389221191e+01,6.510657860657859430e+01
4.831321716308593750e+01,6.492942242942243070e+01
4.832824492454528809e+01,6.492942242942243070e+01
4.837804222106933594e+01,6.556086506086506915e+01
4.839159202575683594e+01,6.556086506086506915e+01
4.844002628326416016e+01,6.517340067340067833e+01
4.845350480079650879e+01,6.517340067340067833e+01
4.852076339721679688e+01,6.548161098161098437e+01
4.853472590446472168e+01,6.548161098161098437e+01
4.858494949340820312e+01,6.581507381507381638e+01
4.859990572929382324e+01,6.581507381507381638e+01
4.864831757545471191e+01,6.487075887075887692e+01
4.866285824775695801e+01,6.487075887075887692e+01
4.871229529380798340e+01,6.535094535094535217e+01
4.872617983818054199e+01,6.535094535094535217e+01
4.878416609764099121e+01,6.556941206941206701e+01
4.880206012725830078e+01,6.556941206941206701e+01
4.884286808967590332e+01,6.514465164465163127e+01
4.884784221649169922e+01,6.514465164465163127e+01
4.892730760574340820e+01,6.505918155918156742e+01
4.894538784027099609e+01,6.505918155918156742e+01
4.899036693572998047e+01,6.536104636104636256e+01
4.900972700119018555e+01,6.536104636104636256e+01
4.905568385124206543e+01,6.477350427350427253e+01
4.907376360893249512e+01,6.477350427350427253e+01
4.911995291709899902e+01,6.511862211862211325e+01
4.913790249824523926e+01,6.511862211862211325e+01
4.918405818939208984e+01,6.527363377363377595e+01
4.920322680473327637e+01,6.527363377363377595e+01
4.924735426902770996e+01,6.503108003108002322e+01
4.926675176620483398e+01,6.503108003108002322e+01
4.931081438064575195e+01,6.518453768453768760e+01
4.932984519004821777e+01,6.518453768453768760e+01
4.939034461975097656e+01,6.521859621859621825e+01
4.940829467773437500e+01,6.521859621859621825e+01
4.945426321029663086e+01,6.466640766640766458e+01
4.947245144844055176e+01,6.466640766640766458e+01
4.951862525939941406e+01,6.523685573685573047e+01
4.953786492347717285e+01,6.523685573685573047e+01
4.958416485786437988e+01,6.478891478891479494e+01
4.960341572761535645e+01,6.478891478891479494e+01
4.964883542060852051e+01,6.506280756280756350e+01
4.966730642318725586e+01,6.506280756280756350e+01
4.971259593963623047e+01,6.517443667443667721e+01
4.973154687881469727e+01,6.517443667443667721e+01
4.977742552757263184e+01,6.489834239834239327e+01
4.979672002792358398e+01,6.489834239834239327e+01
4.985036849975585938e+01,6.556915306915307440e+01
4.986735773086547852e+01,6.556915306915307440e+01
4.991456246376037598e+01,6.485146335146335161e+01
4.992965435981750488e+01,6.485146335146335161e+01
4.998383879661560059e+01,6.432375032375033186e+01
5.000189208984375000e+01,6.432375032375033186e+01
5.004863214492797852e+01,6.489355089355089490e+01
5.006769108772277832e+01,6.489355089355089490e+01
5.011199688911437988e+01,6.448303548303549348e+01
5.013097214698791504e+01,6.448303548303549348e+01
5.017515563964843750e+01,6.421846671846672905e+01
5.019382858276367188e+01,6.421846671846672905e+01
5.023798155784606934e+01,6.511124061124060347e+01
5.025710272789001465e+01,6.511124061124060347e+01
5.031945443153381348e+01,6.459220409220409920e+01
5.033832907676696777e+01,6.459220409220409920e+01
5.038295245170593262e+01,6.443563843563843818e+01
5.040202212333679199e+01,6.443563843563843818e+01
5.044942784309387207e+01,6.530911680911680151e+01
5.046842598915100098e+01,6.530911680911680151e+01
5.051199078559875488e+01,6.454726754726755189e+01
5.053007078170776367e+01,6.454726754726755189e+01
5.057617282867431641e+01,6.498471898471899522e+01
5.059558534622192383e+01,6.498471898471899522e+01
5.063906168937683105e+01,6.544599844599845540e+01
5.066003584861755371e+01,6.544599844599845540e+01
5.071917414665222168e+01,6.454830354830355077e+01
5.073644948005676270e+01,6.454830354830355077e+01
5.078532004356384277e+01,6.513856513856514141e+01
5.080471539497375488e+01,6.513856513856514141e+01
5.084333157539367676e+01,6.456306656306657032e+01
5.086022710800170898e+01,6.456306656306657032e+01
5.090717744827270508e+01,6.438176638176638278e+01
5.092255139350891113e+01,6.438176638176638278e+01
5.097045660018920898e+01,6.551152551152550529e+01
5.098682975769042969e+01,6.551152551152550529e+01
5.103428173065185547e+01,6.471561771561771081e+01
5.104969954490661621e+01,6.471561771561771081e+01
5.109810709953308105e+01,6.505335405335405596e+01
5.111502552032470703e+01,6.505335405335405596e+01
5.118384861946105957e+01,6.467171717171716239e+01
5.124726057052612305e+01,6.501748251748252017e+01
5.126626777648925781e+01,6.501748251748252017e+01
5.131307268142700195e+01,6.521445221445220852e+01
5.133306503295898438e+01,6.521445221445220852e+01
5.137142682075500488e+01,6.485392385392384540e+01
5.138857889175415039e+01,6.485392385392384540e+01
5.144093441963195801e+01,6.446982646982647225e+01
5.146292901039123535e+01,6.446982646982647225e+01
5.150285601615905762e+01,6.486713286713286664e+01
5.152190423011779785e+01,6.486713286713286664e+01
5.156711363792419434e+01,6.444237244237244511e+01
5.164785885810852051e+01,6.497034447034447169e+01
5.166928291320800781e+01,6.497034447034447169e+01
5.171208381652832031e+01,6.539083139083139429e+01
5.173126411437988281e+01,6.539083139083139429e+01
5.177727007865905762e+01,6.459259259259259522e+01
5.179721736907958984e+01,6.459259259259259522e+01
5.183512544631958008e+01,6.459000259000259803e+01
5.185227727890014648e+01,6.459000259000259803e+01
5.189912915229797363e+01,6.530600880600879066e+01
5.191608715057373047e+01,6.530600880600879066e+01
5.196562051773071289e+01,6.513519813519813795e+01
5.203110909461975098e+01,6.583346283346283201e+01
5.205019164085388184e+01,6.583346283346283201e+01
5.211256599426269531e+01,6.558909608909608835e+01
5.213256287574768066e+01,6.558909608909608835e+01
5.217659091949462891e+01,6.509298109298109125e+01
5.219649052619934082e+01,6.509298109298109125e+01
5.223732590675354004e+01,6.558016058016058025e+01
5.225627589225769043e+01,6.558016058016058025e+01
5.229816269874572754e+01,6.541051541051541562e+01
5.231248426437377930e+01,6.541051541051541562e+01
5.236037182807922363e+01,6.473297073297072757e+01
5.242439699172973633e+01,6.522299922299922059e+01
5.243914866447448730e+01,6.522299922299922059e+01
5.250535845756530762e+01,6.474579124579123857e+01
5.252035164833068848e+01,6.474579124579123857e+01
5.256819009780883789e+01,6.542994042994043014e+01
5.258314943313598633e+01,6.542994042994043014e+01
5.263320040702819824e+01,6.562160062160062068e+01
5.264938235282897949e+01,6.562160062160062068e+01
5.269690394401550293e+01,6.475459725459724325e+01
5.271188950538635254e+01,6.475459725459724325e+01
5.276093244552612305e+01,6.546671846671847561e+01
5.282469749450683594e+01,6.559324009324008387e+01
5.283978009223937988e+01,6.559324009324008387e+01
5.288835024833679199e+01,6.530095830095829967e+01
5.290660095214843750e+01,6.530095830095829967e+01
5.297706055641174316e+01,6.557549857549857109e+01
5.299700713157653809e+01,6.557549857549857109e+01
5.304242920875549316e+01,6.539096089096089770e+01
5.305838441848754883e+01,6.539096089096089770e+01
5.309632015228271484e+01,6.524527324527325334e+01
5.311004686355590820e+01,6.524527324527325334e+01
5.316518449783325195e+01,6.513118363118363163e+01
5.323061180114746094e+01,6.566355866355866056e+01
5.324982571601867676e+01,6.566355866355866056e+01
5.329551410675048828e+01,6.541647241647241628e+01
5.331481122970581055e+01,6.541647241647241628e+01
